,,,,,,,,"Ministry of Health, Malawi",,,,,,,,,,,,,,Page 1,,,, of 370,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Reporting rate: 94%,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
LMIS Summary by facility,,,,,,,,,,,,,,,,,,,,,,,,,,,
District:,,,,,,,Reporting Period:,,,,,,,,Program:,,,,,,,,,Report Run Date:,,,
All,,,,,,,Jun2026,,,,,,,,HIV,,,,,,,,,25 - Sep - 26,,,
Line #,Order Type,,District,Facility Code,,Facility Name,,,Facility Type,Facility Operator,Product Code,Product,,Unit of Issue,,Quantity Received,Quantity Issued,AMC,,Closing balance (SOH),,,Requested Quantity,,Total stockout days,,Total losses and adjustments
53,Normal,,Zomba,ZA2722,,Zomba Central Hospital,,,Central Hospital,Government of Malawi,GF0078-A,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 90 tablets (13A)",,Bottle,,0,"3,578","2,578",,"4,632",,,-,,0,,-180
54,Normal,,Zomba,ZA2722,,Zomba Central Hospital,,,Central Hospital,Government of Malawi,GF5278,"Tenofovir Disoproxil Fumarate/Lamivudine/Efavirenz (TDF/3TC /EFV), 300/300/400mg, pack of 30 tablets (5A)",,Bottle,,0,0,0,,546,,,-,,0,,0
55,Normal,,Zomba,ZA2722,,Zomba Central Hospital,,,Central Hospital,Government of Malawi,GF0011,"Zidovudine /Lamivudine(AZT/3TC), 300mg/150mg, pack of 60  tablets",,Bottle,,200,48,34,,360,,,-,,0,,-44
56,Normal,,Zomba,ZA2722,,Zomba Central Hospital,,,Central Hospital,Government of Malawi,GF0071,"Zidovudine/Lamivudine (AZT/3TC), 60/30mg, pack of 60 dispersible tablets",,Bottle,,0,0,0,,103,,,-,,0,,0
57,Normal,,Zomba,ZA2722,,Zomba Central Hospital,,,Central Hospital,Government of Malawi,GF0230,"Zidovudine/Lamivudine/Nevirapine (AZT/3TC/NVP), 60/30/50mg, pack of 60 dispersible tablets (2P)",,Bottle,,0,16,8,,504,,,-,,0,,0
58,Normal,,Zomba,ZA2722,,Zomba Central Hospital,,,Central Hospital,Government of Malawi,GF5410,"Bioline HIV 1/2, Kit of 25 tests",,Test,,0,75,75,,375,,,-,,0,,0
59,Normal,,Zomba,ZA2722,,Zomba Central Hospital,,,Central Hospital,Government of Malawi,GF0101,"Cryptococcal Antigen (CrAg LFA), Kit of 50",,Test,,0,100,154,,50,,,-,,10,,150
60,Normal,,Zomba,ZA2722,,Zomba Central Hospital,,,Central Hospital,Government of Malawi,GF0868,"DBS Bundles, 70 microlitre, Pack of 50 Tests",,Test,,0,0,25,,"7,600",,,-,,0,,0
61,Normal,,Zomba,ZA2722,,Zomba Central Hospital,,,Central Hospital,Government of Malawi,GF0325,"Determine Hepatitis B tests, pack of 100 tests",,Test,,0,500,350,,"2,600",,,-,,0,,-400
62,Normal,,Zomba,ZA2722,,Zomba Central Hospital,,,Central Hospital,Government of Malawi,GF0088,"Determine HIV 1/2, Kit of 100 Tests",,Test,,0,"1,600","2,000",,100,,,-,,0,,200
63,Normal,,Zomba,ZA2722,,Zomba Central Hospital,,,Central Hospital,Government of Malawi,GF0087,Determine Syphilis pack of 100 tests,,Test,,"2,000",500,713,,"1,200",,,-,,6,,-400
64,Normal,,Zomba,ZA2722,,Zomba Central Hospital,,,Central Hospital,Government of Malawi,GF5099,"OraQuick HIV Self Test Kit, Pack of 25 Tests",,Test,,0,450,525,,"4,525",,,-,,0,,0
65,Normal,,Zomba,ZA2722,,Zomba Central Hospital,,,Central Hospital,Government of Malawi,GF0941,Pima Bead standard,,Each,,1,1,3,,0,,,-,,23,,0
66,Normal,,Zomba,ZA2722,,Zomba Central Hospital,,,Central Hospital,Government of Malawi,GF0835,"Pima catridges for CD4 Count, 100s",,Each,,600,200,345,,500,,,-,,17,,100
67,Normal,,Zomba,ZA2722,,Zomba Central Hospital,,,Central Hospital,Government of Malawi,TBA14,Pima thermal paper,,Roll,,0,0,0,,90,,,-,,0,,0
68,Normal,,Zomba,ZA2722,,Zomba Central Hospital,,,Central Hospital,Government of Malawi,GF0090,"Unigold, Kit of 20 tests",,Test,,0,40,30,,220,,,-,,0,,-60
69,Normal,,Mzimba North,MZN0574,,Zolozolo Health Centre,,,Health Centre,Government of Malawi,GF5118,"Abacavir/Lamivudine (ABC/3TC), 120/60mg, pack of 30 dispersible tablets",,Bottle,,0,0,0,,5,,,-,,0,,0
70,Normal,,Mzimba North,MZN0574,,Zolozolo Health Centre,,,Health Centre,Government of Malawi,GF1103,"Abacavir/Lamivudine (ABC/3TC), 600/300mg, pack of 30 tablets",,Bottle,,0,0,0,,10,,,-,,0,,0
71,Normal,,Mzimba North,MZN0574,,Zolozolo Health Centre,,,Health Centre,Government of Malawi,GF5672,"Abacavir/Lamivudine/Dolutegravir, 60/30/5 mg pack of 180 tablets",,Bottle,,0,0,0,,39,,,-,,0,,39
72,Normal,,Mzimba North,MZN0574,,Zolozolo Health Centre,,,Health Centre,Government of Malawi,GF5555,"Cabotegravir long Acting, 200mg/ml, 3ml.",,Vial,,0,40,20,,0,,,-,,0,,40
73,Normal,,Mzimba North,MZN0574,,Zolozolo Health Centre,,,Health Centre,Government of Malawi,GF5282,"Dolutegravir (DTG) dispersible, 10mg, pack of 90 dispersible tablets",,Bottle,,0,20,7,,0,,,-,,0,,0
74,Normal,,Mzimba North,MZN0574,,Zolozolo Health Centre,,,Health Centre,Government of Malawi,GF5022,"Dolutegravir (DTG), 50mg, pack of 30  tablets",,Bottle,,0,0,0,,30,,,-,,0,,0
75,Normal,,Mzimba North,MZN0574,,Zolozolo Health Centre,,,Health Centre,Government of Malawi,GF5313,Isoniazid/Rifapentine 300/300mg pack of 36 tablets,,Tablets,,0,180,90,,"1,512",,,-,,0,,0
76,Normal,,Mzimba North,MZN0574,,Zolozolo Health Centre,,,Health Centre,Government of Malawi,GF0812,"Nevirapine (NVP), 50mg/5ml, bottle of 100ml oral suspension",,Bottle,,0,0,0,,10,,,-,,0,,0
