Period,Order Type,District,Facility Code,Facility Name,Facility Type,Facility Operator,Product Code,Product,Category,Unit of Issue,Quantity Received,Quantity Issued,AMC,Closing balance (SOH),Requested Quantity,Total stockout days,Total losses and adjustments
01/06/2026,Normal,Neno,NE3713,Zalewa Dapp (dapp Hope) Clinic,Health Centre,Private,GF5022,"Dolutegravir (DTG), 50mg, pack of 30  tablets",ART / PEP,Bottle,0,20,25,115,-,0,12
01/06/2026,Normal,Neno,NE3713,Zalewa Dapp (dapp Hope) Clinic,Health Centre,Private,GF0812,"Nevirapine (NVP), 50mg/5ml, bottle of 100ml oral suspension",ART,Bottle,0,0,8,14,-,0,0
01/06/2026,Normal,Neno,NE3713,Zalewa Dapp (dapp Hope) Clinic,Health Centre,Private,GF0072,"Tenofovir Disoproxil Fumarate/Lamivudine(TDF/3TC ), 300/300mg, pack of 30 tablets",PrEP,Bottle,0,0,22,232,-,0,0
01/06/2026,Normal,Neno,NE3713,Zalewa Dapp (dapp Hope) Clinic,Health Centre,Private,GF0078,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 30 tablets (13A)",ART / PEP,Bottle,0,88,160,0,-,0,0
01/06/2026,Normal,Neno,NE3713,Zalewa Dapp (dapp Hope) Clinic,Health Centre,Private,GF0078-A,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 90 tablets (13A)",ART / PEP,Bottle,0,426,413,419,-,0,-80
01/06/2026,Normal,Neno,NE3713,Zalewa Dapp (dapp Hope) Clinic,Health Centre,Private,GF0011,"Zidovudine /Lamivudine(AZT/3TC), 300mg/150mg, pack of 60  tablets",ART,Bottle,70,30,15,40,-,0,-86
01/06/2026,Normal,Neno,NE3713,Zalewa Dapp (dapp Hope) Clinic,Health Centre,Private,GF0071,"Zidovudine/Lamivudine (AZT/3TC), 60/30mg, pack of 60 dispersible tablets",ART,Bottle,0,0,0,86,-,0,86
01/06/2026,Normal,Neno,NE3713,Zalewa Dapp (dapp Hope) Clinic,Health Centre,Private,GF0230,"Zidovudine/Lamivudine/Nevirapine (AZT/3TC/NVP), 60/30/50mg, pack of 60 dispersible tablets (2P)",ART,Bottle,0,0,0,8,-,0,0
01/06/2026,Normal,Neno,NE3713,Zalewa Dapp (dapp Hope) Clinic,Health Centre,Private,GF5410,"Bioline HIV 1/2, Kit of 25 tests",HIV Test,Test,0,0,25,100,-,0,0
01/06/2026,Normal,Neno,NE3713,Zalewa Dapp (dapp Hope) Clinic,Health Centre,Private,GF0088,"Determine HIV 1/2, Kit of 100 Tests",HIV Test,Test,0,700,600,0,-,0,200
01/06/2026,Normal,Neno,NE3713,Zalewa Dapp (dapp Hope) Clinic,Health Centre,Private,GF5099,"OraQuick HIV Self Test Kit, Pack of 25 Tests",HIV Self-Test,Test,0,50,200,400,-,0,-500
01/06/2026,Normal,Neno,NE3713,Zalewa Dapp (dapp Hope) Clinic,Health Centre,Private,GF0941,Pima Bead standard,HIV Monitoring,Each,1,0,0,2,-,0,0
01/06/2026,Normal,Neno,NE3713,Zalewa Dapp (dapp Hope) Clinic,Health Centre,Private,TBA14,Pima thermal paper,HIV Monitorin,Roll,0,0,0,75,-,0,0
01/06/2026,Normal,Neno,NE3713,Zalewa Dapp (dapp Hope) Clinic,Health Centre,Private,GF0090,"Unigold, Kit of 20 tests",HIV Test,Test,0,20,30,0,-,0,0
01/06/2026,Normal,Kasungu,KU071496,Yankho Private Clinic,Clinic,Private,GF1103,"Abacavir/Lamivudine (ABC/3TC), 600/300mg, pack of 30 tablets",ART,Bottle,0,0,0,5,-,0,0
01/06/2026,Normal,Kasungu,KU071496,Yankho Private Clinic,Clinic,Private,GF5282,"Dolutegravir (DTG) dispersible, 10mg, pack of 90 dispersible tablets",ART / PEP,Bottle,0,0,1,2,-,0,2
01/06/2026,Normal,Kasungu,KU071496,Yankho Private Clinic,Clinic,Private,GF0072,"Tenofovir Disoproxil Fumarate/Lamivudine(TDF/3TC ), 300/300mg, pack of 30 tablets",PrEP,Bottle,0,0,0,5,-,0,0
01/06/2026,Normal,Kasungu,KU071496,Yankho Private Clinic,Clinic,Private,GF0078,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 30 tablets (13A)",ART / PEP,Bottle,0,20,12,60,-,0,0
01/06/2026,Normal,Kasungu,KU071496,Yankho Private Clinic,Clinic,Private,GF0078-A,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 90 tablets (13A)",ART / PEP,Bottle,0,56,40,48,-,0,0
01/06/2026,Normal,Kasungu,KU071496,Yankho Private Clinic,Clinic,Private,GF0011,"Zidovudine /Lamivudine(AZT/3TC), 300mg/150mg, pack of 60  tablets",ART,Bottle,0,0,0,4,-,0,0
01/06/2026,Normal,Kasungu,KU071496,Yankho Private Clinic,Clinic,Private,GF5410,"Bioline HIV 1/2, Kit of 25 tests",HIV Test,Test,0,0,0,25,-,0,0
01/06/2026,Normal,Kasungu,KU071496,Yankho Private Clinic,Clinic,Private,GF0088,"Determine HIV 1/2, Kit of 100 Tests",HIV Test,Test,0,0,0,100,-,0,0
01/06/2026,Normal,Kasungu,KU071496,Yankho Private Clinic,Clinic,Private,GF5099,"OraQuick HIV Self Test Kit, Pack of 25 Tests",HIV Self-Test,Test,0,25,188,0,-,28,0
01/06/2026,Normal,Kasungu,KU071496,Yankho Private Clinic,Clinic,Private,GF0090,"Unigold, Kit of 20 tests",HIV Test,Test,0,0,0,20,-,0,0
01/06/2026,Normal,Karonga,KA151493,Wovwe Egenco Clinic,Clinic,Private,GF5118,"Abacavir/Lamivudine (ABC/3TC), 120/60mg, pack of 30 dispersible tablets",ART,Bottle,0,0,0,20,-,0,0
01/06/2026,Normal,Karonga,KA151493,Wovwe Egenco Clinic,Clinic,Private,GF1103,"Abacavir/Lamivudine (ABC/3TC), 600/300mg, pack of 30 tablets",ART,Bottle,0,0,0,4,-,0,0
01/06/2026,Normal,Karonga,KA151493,Wovwe Egenco Clinic,Clinic,Private,GF5282,"Dolutegravir (DTG) dispersible, 10mg, pack of 90 dispersible tablets",ART / PEP,Bottle,0,0,0,2,-,0,0
01/06/2026,Normal,Karonga,KA151493,Wovwe Egenco Clinic,Clinic,Private,GF0072,"Tenofovir Disoproxil Fumarate/Lamivudine(TDF/3TC ), 300/300mg, pack of 30 tablets",PrEP,Bottle,0,0,0,5,-,0,0
01/06/2026,Normal,Karonga,KA151493,Wovwe Egenco Clinic,Clinic,Private,GF0078,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 30 tablets (13A)",ART / PEP,Bottle,0,5,3,15,-,0,0
01/06/2026,Normal,Karonga,KA151493,Wovwe Egenco Clinic,Clinic,Private,GF0078-A,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 90 tablets (13A)",ART / PEP,Bottle,0,7,4,0,-,0,0
01/06/2026,Normal,Karonga,KA151493,Wovwe Egenco Clinic,Clinic,Private,GF0011,"Zidovudine /Lamivudine(AZT/3TC), 300mg/150mg, pack of 60  tablets",ART,Bottle,0,0,0,8,-,0,0
01/06/2026,Normal,Karonga,KA151493,Wovwe Egenco Clinic,Clinic,Private,GF5099,"OraQuick HIV Self Test Kit, Pack of 25 Tests",HIV Self-Test,Test,0,0,0,43,-,0,0
01/06/2026,Normal,Karonga,KA151493,Wovwe Egenco Clinic,Clinic,Private,GF0090,"Unigold, Kit of 20 tests",HIV Test,Test,0,0,0,20,-,0,0
01/06/2026,Normal,Nkhota Kota,KK1133,World Medical Fund Clinic,Clinic,Private,GF5118,"Abacavir/Lamivudine (ABC/3TC), 120/60mg, pack of 30 dispersible tablets",ART,Bottle,0,0,0,20,-,0,0
01/06/2026,Normal,Nkhota Kota,KK1133,World Medical Fund Clinic,Clinic,Private,GF1103,"Abacavir/Lamivudine (ABC/3TC), 600/300mg, pack of 30 tablets",ART,Bottle,0,4,2,21,-,0,0
01/06/2026,Normal,Nkhota Kota,KK1133,World Medical Fund Clinic,Clinic,Private,GF5022,"Dolutegravir (DTG), 50mg, pack of 30  tablets",ART / PEP,Bottle,0,3,2,4,-,0,0
01/06/2026,Normal,Nkhota Kota,KK1133,World Medical Fund Clinic,Clinic,Private,GF0078,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 30 tablets (13A)",ART / PEP,Bottle,0,0,0,24,-,0,0
01/06/2026,Normal,Nkhota Kota,KK1133,World Medical Fund Clinic,Clinic,Private,GF0078-A,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 90 tablets (13A)",ART / PEP,Bottle,0,0,0,28,-,0,0
01/06/2026,Normal,Nkhota Kota,KK1133,World Medical Fund Clinic,Clinic,Private,GF0011,"Zidovudine /Lamivudine(AZT/3TC), 300mg/150mg, pack of 60  tablets",ART,Bottle,0,0,0,4,-,0,0
01/06/2026,Normal,Nkhota Kota,KK1133,World Medical Fund Clinic,Clinic,Private,GF5410,"Bioline HIV 1/2, Kit of 25 tests",HIV Test,Test,0,0,0,25,-,0,0
01/06/2026,Normal,Nkhota Kota,KK1133,World Medical Fund Clinic,Clinic,Private,GF0088,"Determine HIV 1/2, Kit of 100 Tests",HIV Test,Test,0,0,0,100,-,0,0
01/06/2026,Normal,Nkhota Kota,KK1133,World Medical Fund Clinic,Clinic,Private,GF5099,"OraQuick HIV Self Test Kit, Pack of 25 Tests",HIV Self-Test,Test,0,0,0,11,-,0,0
01/06/2026,Normal,Nkhota Kota,KK1133,World Medical Fund Clinic,Clinic,Private,GF0090,"Unigold, Kit of 20 tests",HIV Test,Test,0,0,10,20,-,0,0
01/06/2026,Normal,Kasungu,KU1016,Wimbe Health Centre,Health Centre,Government of Malawi,GF5118,"Abacavir/Lamivudine (ABC/3TC), 120/60mg, pack of 30 dispersible tablets",ART,Bottle,0,0,0,9,-,0,0
01/06/2026,Normal,Kasungu,KU1016,Wimbe Health Centre,Health Centre,Government of Malawi,GF1103,"Abacavir/Lamivudine (ABC/3TC), 600/300mg, pack of 30 tablets",ART,Bottle,0,0,0,18,-,0,0
01/06/2026,Normal,Kasungu,KU1016,Wimbe Health Centre,Health Centre,Government of Malawi,GF5672,"Abacavir/Lamivudine/Dolutegravir, 60/30/5 mg pack of 180 tablets",ART,Bottle,0,0,0,20,-,0,0
01/06/2026,Normal,Kasungu,KU1016,Wimbe Health Centre,Health Centre,Government of Malawi,GF5282,"Dolutegravir (DTG) dispersible, 10mg, pack of 90 dispersible tablets",ART / PEP,Bottle,0,0,0,6,-,0,0
01/06/2026,Normal,Kasungu,KU1016,Wimbe Health Centre,Health Centre,Government of Malawi,GF5022,"Dolutegravir (DTG), 50mg, pack of 30  tablets",ART / PEP,Bottle,0,0,0,35,-,0,0
01/06/2026,Normal,Kasungu,KU1016,Wimbe Health Centre,Health Centre,Government of Malawi,GF0812,"Nevirapine (NVP), 50mg/5ml, bottle of 100ml oral suspension",ART,Bottle,0,0,0,7,-,0,0
01/06/2026,Normal,Kasungu,KU1016,Wimbe Health Centre,Health Centre,Government of Malawi,GF0072,"Tenofovir Disoproxil Fumarate/Lamivudine(TDF/3TC ), 300/300mg, pack of 30 tablets",PrEP,Bottle,0,0,0,5,-,0,0
01/06/2026,Normal,Kasungu,KU1016,Wimbe Health Centre,Health Centre,Government of Malawi,GF0078,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 30 tablets (13A)",ART / PEP,Bottle,50,25,21,25,-,2,0
01/06/2026,Normal,Kasungu,KU1016,Wimbe Health Centre,Health Centre,Government of Malawi,GF0078-A,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 90 tablets (13A)",ART / PEP,Bottle,0,65,70,113,-,0,0
01/06/2026,Normal,Kasungu,KU1016,Wimbe Health Centre,Health Centre,Government of Malawi,GF0230,"Zidovudine/Lamivudine/Nevirapine (AZT/3TC/NVP), 60/30/50mg, pack of 60 dispersible tablets (2P)",ART,Bottle,6,0,0,9,-,0,0
01/06/2026,Normal,Kasungu,KU1016,Wimbe Health Centre,Health Centre,Government of Malawi,GF5410,"Bioline HIV 1/2, Kit of 25 tests",HIV Test,Test,25,0,0,50,-,0,0
01/06/2026,Normal,Kasungu,KU1016,Wimbe Health Centre,Health Centre,Government of Malawi,GF0088,"Determine HIV 1/2, Kit of 100 Tests",HIV Test,Test,100,200,250,0,-,18,0
01/06/2026,Normal,Karonga,KA0214,Wiliro Health Centre,Health Centre,Government of Malawi,GF5118,"Abacavir/Lamivudine (ABC/3TC), 120/60mg, pack of 30 dispersible tablets",ART,Bottle,0,0,0,15,-,0,0
01/06/2026,Normal,Karonga,KA0214,Wiliro Health Centre,Health Centre,Government of Malawi,GF1103,"Abacavir/Lamivudine (ABC/3TC), 600/300mg, pack of 30 tablets",ART,Bottle,0,0,0,16,-,0,0
01/06/2026,Normal,Karonga,KA0214,Wiliro Health Centre,Health Centre,Government of Malawi,GF5282,"Dolutegravir (DTG) dispersible, 10mg, pack of 90 dispersible tablets",ART / PEP,Bottle,0,0,0,10,-,0,0
01/06/2026,Normal,Karonga,KA0214,Wiliro Health Centre,Health Centre,Government of Malawi,GF5022,"Dolutegravir (DTG), 50mg, pack of 30  tablets",ART / PEP,Bottle,0,0,2,40,-,0,0
01/06/2026,Normal,Karonga,KA0214,Wiliro Health Centre,Health Centre,Government of Malawi,GF0812,"Nevirapine (NVP), 50mg/5ml, bottle of 100ml oral suspension",ART,Bottle,0,0,0,1,-,0,0
01/06/2026,Normal,Karonga,KA0214,Wiliro Health Centre,Health Centre,Government of Malawi,GF0078,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 30 tablets (13A)",ART / PEP,Bottle,0,20,14,70,-,0,0
01/06/2026,Normal,Karonga,KA0214,Wiliro Health Centre,Health Centre,Government of Malawi,GF0078-A,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 90 tablets (13A)",ART / PEP,Bottle,0,20,25,19,-,0,0
01/06/2026,Normal,Karonga,KA0214,Wiliro Health Centre,Health Centre,Government of Malawi,GF0011,"Zidovudine /Lamivudine(AZT/3TC), 300mg/150mg, pack of 60  tablets",ART,Bottle,0,0,0,8,-,0,0
01/06/2026,Normal,Karonga,KA0214,Wiliro Health Centre,Health Centre,Government of Malawi,GF0230,"Zidovudine/Lamivudine/Nevirapine (AZT/3TC/NVP), 60/30/50mg, pack of 60 dispersible tablets (2P)",ART,Bottle,0,0,0,10,-,0,0
01/06/2026,Normal,Karonga,KA0214,Wiliro Health Centre,Health Centre,Government of Malawi,GF5410,"Bioline HIV 1/2, Kit of 25 tests",HIV Test,Test,0,0,0,25,-,0,0
01/06/2026,Normal,Karonga,KA0214,Wiliro Health Centre,Health Centre,Government of Malawi,GF0088,"Determine HIV 1/2, Kit of 100 Tests",HIV Test,Test,0,0,50,100,-,0,0
01/06/2026,Normal,Karonga,KA0214,Wiliro Health Centre,Health Centre,Government of Malawi,GF5099,"OraQuick HIV Self Test Kit, Pack of 25 Tests",HIV Self-Test,Test,0,25,25,50,-,0,0
01/06/2026,Normal,Karonga,KA0214,Wiliro Health Centre,Health Centre,Government of Malawi,GF0090,"Unigold, Kit of 20 tests",HIV Test,Test,0,0,0,20,-,0,0
01/06/2026,Normal,Mzimba North,MZN6017,Wezi Medical Centre,Health Centre,Private,GF1103,"Abacavir/Lamivudine (ABC/3TC), 600/300mg, pack of 30 tablets",ART,Bottle,0,0,0,1,-,0,0
01/06/2026,Normal,Mzimba North,MZN6017,Wezi Medical Centre,Health Centre,Private,GF5672,"Abacavir/Lamivudine/Dolutegravir, 60/30/5 mg pack of 180 tablets",ART,Bottle,0,0,0,8,-,0,0
01/06/2026,Normal,Mzimba North,MZN6017,Wezi Medical Centre,Health Centre,Private,GF0570,"Atazanavir/Ritonavir (ATV/r), 300/100mg, pack of 30 tablets",ART,Bottle,0,0,0,12,-,0,0
01/06/2026,Normal,Mzimba North,MZN6017,Wezi Medical Centre,Health Centre,Private,GF5282,"Dolutegravir (DTG) dispersible, 10mg, pack of 90 dispersible tablets",ART / PEP,Bottle,0,0,0,2,-,0,0
01/06/2026,Normal,Mzimba North,MZN6017,Wezi Medical Centre,Health Centre,Private,GF5022,"Dolutegravir (DTG), 50mg, pack of 30  tablets",ART / PEP,Bottle,0,0,0,4,-,0,0
01/06/2026,Normal,Mzimba North,MZN6017,Wezi Medical Centre,Health Centre,Private,GF0812,"Nevirapine (NVP), 50mg/5ml, bottle of 100ml oral suspension",ART,Bottle,0,0,0,2,-,30,0
01/06/2026,Normal,Mzimba North,MZN6017,Wezi Medical Centre,Health Centre,Private,GF0072,"Tenofovir Disoproxil Fumarate/Lamivudine(TDF/3TC ), 300/300mg, pack of 30 tablets",PrEP,Bottle,0,0,0,9,-,0,0
01/06/2026,Normal,Mzimba North,MZN6017,Wezi Medical Centre,Health Centre,Private,GF0078,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 30 tablets (13A)",ART / PEP,Bottle,0,6,6,15,-,0,0
01/06/2026,Normal,Mzimba North,MZN6017,Wezi Medical Centre,Health Centre,Private,GF0078-A,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 90 tablets (13A)",ART / PEP,Bottle,0,21,14,19,-,0,0
01/06/2026,Normal,Mzimba North,MZN6017,Wezi Medical Centre,Health Centre,Private,GF0011,"Zidovudine /Lamivudine(AZT/3TC), 300mg/150mg, pack of 60  tablets",ART,Bottle,0,0,0,2,-,30,0
01/06/2026,Normal,Mzimba North,MZN6017,Wezi Medical Centre,Health Centre,Private,GF0071,"Zidovudine/Lamivudine (AZT/3TC), 60/30mg, pack of 60 dispersible tablets",ART,Bottle,0,0,0,2,-,0,0
01/06/2026,Normal,Mzimba North,MZN6017,Wezi Medical Centre,Health Centre,Private,GF5099,"OraQuick HIV Self Test Kit, Pack of 25 Tests",HIV Self-Test,Test,0,15,8,10,-,0,0
01/06/2026,Normal,Chitipa,CP0111,Wenya Health Centre,Health Centre,Government of Malawi,GF5118,"Abacavir/Lamivudine (ABC/3TC), 120/60mg, pack of 30 dispersible tablets",ART,Bottle,0,0,0,10,-,0,0
01/06/2026,Normal,Chitipa,CP0111,Wenya Health Centre,Health Centre,Government of Malawi,GF1103,"Abacavir/Lamivudine (ABC/3TC), 600/300mg, pack of 30 tablets",ART,Bottle,0,0,0,5,-,0,0
01/06/2026,Normal,Chitipa,CP0111,Wenya Health Centre,Health Centre,Government of Malawi,GF5282,"Dolutegravir (DTG) dispersible, 10mg, pack of 90 dispersible tablets",ART / PEP,Bottle,0,0,0,5,-,0,0
01/06/2026,Normal,Chitipa,CP0111,Wenya Health Centre,Health Centre,Government of Malawi,GF5022,"Dolutegravir (DTG), 50mg, pack of 30  tablets",ART / PEP,Bottle,5,0,0,25,-,0,0
01/06/2026,Normal,Chitipa,CP0111,Wenya Health Centre,Health Centre,Government of Malawi,GF0074,"Efavirenz (EFV), 200mg, pack of 90 tablets",ART,Bottle,0,0,0,3,-,0,0
01/06/2026,Normal,Chitipa,CP0111,Wenya Health Centre,Health Centre,Government of Malawi,GF0063,"Efavirenz (EFV), 600mg pack of 30 tablets",ART,Bottle,0,0,0,8,-,0,0
01/06/2026,Normal,Chitipa,CP0111,Wenya Health Centre,Health Centre,Government of Malawi,GF0812,"Nevirapine (NVP), 50mg/5ml, bottle of 100ml oral suspension",ART,Bottle,0,5,3,10,-,0,-7
01/06/2026,Normal,Chitipa,CP0111,Wenya Health Centre,Health Centre,Government of Malawi,GF0078,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 30 tablets (13A)",ART / PEP,Bottle,50,60,30,68,-,0,0
01/06/2026,Normal,Chitipa,CP0111,Wenya Health Centre,Health Centre,Government of Malawi,GF0078-A,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 90 tablets (13A)",ART / PEP,Bottle,55,44,46,49,-,0,0
01/06/2026,Normal,Chitipa,CP0111,Wenya Health Centre,Health Centre,Government of Malawi,GF0011,"Zidovudine /Lamivudine(AZT/3TC), 300mg/150mg, pack of 60  tablets",ART,Bottle,0,0,0,8,-,0,0
01/06/2026,Normal,Chitipa,CP0111,Wenya Health Centre,Health Centre,Government of Malawi,GF0230,"Zidovudine/Lamivudine/Nevirapine (AZT/3TC/NVP), 60/30/50mg, pack of 60 dispersible tablets (2P)",ART,Bottle,0,0,0,10,-,0,0
01/06/2026,Normal,Chitipa,CP0111,Wenya Health Centre,Health Centre,Government of Malawi,GF5410,"Bioline HIV 1/2, Kit of 25 tests",HIV Test,Test,25,0,0,50,-,0,0
01/06/2026,Normal,Chitipa,CP0111,Wenya Health Centre,Health Centre,Government of Malawi,GF0088,"Determine HIV 1/2, Kit of 100 Tests",HIV Test,Test,0,0,50,200,-,0,-100
01/06/2026,Normal,Chitipa,CP0111,Wenya Health Centre,Health Centre,Government of Malawi,GF5099,"OraQuick HIV Self Test Kit, Pack of 25 Tests",HIV Self-Test,Test,100,0,25,125,-,0,0
01/06/2026,Normal,Chitipa,CP0111,Wenya Health Centre,Health Centre,Government of Malawi,GF0941,Pima Bead standard,HIV Monitoring,Each,1,0,0,1,-,1,0
01/06/2026,Normal,Chitipa,CP0111,Wenya Health Centre,Health Centre,Government of Malawi,TBA14,Pima thermal paper,HIV Monitorin,Roll,10,0,0,30,-,0,0
01/06/2026,Normal,Chitipa,CP0111,Wenya Health Centre,Health Centre,Government of Malawi,GF0090,"Unigold, Kit of 20 tests",HIV Test,Test,20,20,11,0,-,2,0
01/06/2026,Normal,Mzimba North,MZ161817,Watipa Private Clinic,Clinic,Government of Malawi,GF5282,"Dolutegravir (DTG) dispersible, 10mg, pack of 90 dispersible tablets",ART / PEP,Bottle,0,0,0,2,-,0,0
01/06/2026,Normal,Mzimba North,MZ161817,Watipa Private Clinic,Clinic,Government of Malawi,GF0078-A,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 90 tablets (13A)",ART / PEP,Bottle,0,19,10,50,-,0,16
01/06/2026,Normal,Mzimba North,MZ161817,Watipa Private Clinic,Clinic,Government of Malawi,GF5410,"Bioline HIV 1/2, Kit of 25 tests",HIV Test,Test,0,5,3,1,-,0,6
01/06/2026,Normal,Mzimba North,MZ161817,Watipa Private Clinic,Clinic,Government of Malawi,GF0088,"Determine HIV 1/2, Kit of 100 Tests",HIV Test,Test,0,200,100,100,-,0,200
01/06/2026,Normal,Mzimba North,MZ161817,Watipa Private Clinic,Clinic,Government of Malawi,GF5099,"OraQuick HIV Self Test Kit, Pack of 25 Tests",HIV Self-Test,Test,0,25,13,50,-,0,25
01/06/2026,Normal,Mzimba North,MZ161817,Watipa Private Clinic,Clinic,Government of Malawi,GF0090,"Unigold, Kit of 20 tests",HIV Test,Test,0,20,10,20,-,0,0
01/06/2026,Normal,Dowa,DA1346,Wandikweza Health Centre,Health Centre,CHAM,GF1103,"Abacavir/Lamivudine (ABC/3TC), 600/300mg, pack of 30 tablets",ART,Bottle,0,0,0,5,-,0,0
01/06/2026,Normal,Dowa,DA1346,Wandikweza Health Centre,Health Centre,CHAM,GF5282,"Dolutegravir (DTG) dispersible, 10mg, pack of 90 dispersible tablets",ART / PEP,Bottle,0,0,0,6,-,0,0
01/06/2026,Normal,Dowa,DA1346,Wandikweza Health Centre,Health Centre,CHAM,GF0812,"Nevirapine (NVP), 50mg/5ml, bottle of 100ml oral suspension",ART,Bottle,0,0,4,0,-,30,0
01/06/2026,Normal,Dowa,DA1346,Wandikweza Health Centre,Health Centre,CHAM,GF0078,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 30 tablets (13A)",ART / PEP,Bottle,30,30,30,12,-,0,0
01/06/2026,Normal,Dowa,DA1346,Wandikweza Health Centre,Health Centre,CHAM,GF0078-A,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 90 tablets (13A)",ART / PEP,Bottle,90,60,45,71,-,0,0
01/06/2026,Normal,Dowa,DA1346,Wandikweza Health Centre,Health Centre,CHAM,GF5410,"Bioline HIV 1/2, Kit of 25 tests",HIV Test,Test,25,0,0,25,-,0,0
01/06/2026,Normal,Dowa,DA1346,Wandikweza Health Centre,Health Centre,CHAM,GF0088,"Determine HIV 1/2, Kit of 100 Tests",HIV Test,Test,700,500,400,500,-,0,-500
01/06/2026,Normal,Dowa,DA1346,Wandikweza Health Centre,Health Centre,CHAM,GF5099,"OraQuick HIV Self Test Kit, Pack of 25 Tests",HIV Self-Test,Test,250,50,50,200,-,0,0
01/06/2026,Normal,Dowa,DA1346,Wandikweza Health Centre,Health Centre,CHAM,GF0090,"Unigold, Kit of 20 tests",HIV Test,Test,20,20,20,20,-,0,0
01/06/2026,Normal,Mzimba South,MZS6012,Vibangalala Dispensary,Health Centre,Government of Malawi,GF5118,"Abacavir/Lamivudine (ABC/3TC), 120/60mg, pack of 30 dispersible tablets",ART,Bottle,0,5,3,0,-,0,0
01/06/2026,Normal,Mzimba South,MZS6012,Vibangalala Dispensary,Health Centre,Government of Malawi,GF1103,"Abacavir/Lamivudine (ABC/3TC), 600/300mg, pack of 30 tablets",ART,Bottle,0,2,6,8,-,0,0
01/06/2026,Normal,Mzimba South,MZS6012,Vibangalala Dispensary,Health Centre,Government of Malawi,GF5672,"Abacavir/Lamivudine/Dolutegravir, 60/30/5 mg pack of 180 tablets",ART,Bottle,0,0,3,7,-,0,0
01/06/2026,Normal,Mzimba South,MZS6012,Vibangalala Dispensary,Health Centre,Government of Malawi,GF5282,"Dolutegravir (DTG) dispersible, 10mg, pack of 90 dispersible tablets",ART / PEP,Bottle,0,0,1,0,-,30,0
01/06/2026,Normal,Mzimba South,MZS6012,Vibangalala Dispensary,Health Centre,Government of Malawi,GF5022,"Dolutegravir (DTG), 50mg, pack of 30  tablets",ART / PEP,Bottle,0,10,5,19,-,0,0
01/06/2026,Normal,Mzimba South,MZS6012,Vibangalala Dispensary,Health Centre,Government of Malawi,GF0812,"Nevirapine (NVP), 50mg/5ml, bottle of 100ml oral suspension",ART,Bottle,0,0,0,5,-,0,0
