Period,Order Type,District,Facility Code,Facility Name,Facility Type,Facility Operator,Product Code,Product,Unit of Issue,Quantity Received,Quantity Issued,AMC,Closing balance (SOH),Requested Quantity,Total stockout days,Total losses and adjustments
01/06/2026,Normal,Karonga,KA0212,Sangiro Health Centre,CHAM,CHAM,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,69,54,120,-,0,0
01/06/2026,Normal,Ntchisi,NS081314,Sambakunsi,health Post,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,11,6,19,-,0,30
01/06/2026,Normal,Ntchisi,NS081314,Sambakunsi,health Post,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,0,15,69,-,0,0
01/06/2026,Normal,Ntchisi,NS081314,Sambakunsi,health Post,Government of Malawi,FP003800,Male condoms,Each,0,"2,160","2,726","1,872",-,0,"4,032"
01/06/2026,Normal,Ntchisi,NS081314,Sambakunsi,health Post,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,250,200,925,-,0,0
01/06/2026,Normal,Ntchisi,NS081314,Sambakunsi,health Post,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,284,252,691,-,0,0
01/06/2026,Normal,Salima,SA1415,Salima DHO Pharmacy,District Health Office,Government of Malawi,BB010800,"Calcium gluconate 10%, 10ml",Each,0,0,0,65,-,0,0
01/06/2026,Normal,Salima,SA1415,Salima DHO Pharmacy,District Health Office,Government of Malawi,HH000104,"Delivery Drape, Calibrated",Each,0,0,300,"2,800",-,0,0
01/06/2026,Normal,Salima,SA1415,Salima DHO Pharmacy,District Health Office,Government of Malawi,BB048950,"Magnesium Sulphate, 20%, Injection, Ampoule of 2ml, Subcutaneous",Each,0,"1,173",587,"1,567",-,0,"2,740"
01/06/2026,Normal,Salima,SA1415,Salima DHO Pharmacy,District Health Office,Government of Malawi,BB048900,"Magnesium Sulphate, 50%, Injection, Ampoule of 2ml, Subcutaneous",Ampoule,0,310,445,"3,010",-,0,-300
01/06/2026,Normal,Salima,SA1415,Salima DHO Pharmacy,District Health Office,Government of Malawi,FP002400,Copper containing IUCD (Copper T®),Set,0,2,2,0,-,0,-102
01/06/2026,Normal,Salima,SA1415,Salima DHO Pharmacy,District Health Office,Government of Malawi,ST062500,Female Condoms,Piece,0,0,103,"2,005",-,0,0
01/06/2026,Normal,Salima,SA1415,Salima DHO Pharmacy,District Health Office,Government of Malawi,FP002402,"Hormonal Intrauterine device (H-IUD), 6 years e.g Avibela/Mirena",Set,0,30,22,15,-,0,-5
01/06/2026,Normal,Salima,SA1415,Salima DHO Pharmacy,District Health Office,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,"2,400",92,61,"1,820",-,0,-509
01/06/2026,Normal,Salima,SA1415,Salima DHO Pharmacy,District Health Office,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,"2,400",180,125,"1,550",-,0,-690
01/06/2026,Normal,Salima,SA1415,Salima DHO Pharmacy,District Health Office,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,150,65,38,85,-,0,0
01/06/2026,Normal,Salima,SA1415,Salima DHO Pharmacy,District Health Office,Government of Malawi,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,0,0,700,-,0,-80
01/06/2026,Normal,Salima,SA1415,Salima DHO Pharmacy,District Health Office,Government of Malawi,FP003800,Male condoms,Each,0,"135,216","109,584","1,456,704",-,0,"-48,960"
01/06/2026,Normal,Salima,SA1415,Salima DHO Pharmacy,District Health Office,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,"1,450","1,600","1,850",275,-,0,195
01/06/2026,Normal,Salima,SA1415,Salima DHO Pharmacy,District Health Office,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,"4,784","2,800","3,900",533,-,0,"-1,451"
01/06/2026,Normal,Salima,SA1415,Salima DHO Pharmacy,District Health Office,Government of Malawi,FP000600,Oral Contraceptive Tablets - Levonogestrel Only 0.3mg (Microlut),Each,0,0,0,15,-,0,0
01/06/2026,Normal,Salima,SA1415,Salima DHO Pharmacy,District Health Office,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,"2,001",774,908,"1,077",-,0,-730
01/06/2026,Normal,Zomba,ZA2734,Sadzi Health Centre,Health Centre,Government of Malawi,FP002402,"Hormonal Intrauterine device (H-IUD), 6 years e.g Avibela/Mirena",Set,0,8,4,20,-,0,0
01/06/2026,Normal,Zomba,ZA2734,Sadzi Health Centre,Health Centre,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,0,0,100,-,21,100
01/06/2026,Normal,Zomba,ZA2734,Sadzi Health Centre,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,0,11,10,-,0,0
01/06/2026,Normal,Zomba,ZA2734,Sadzi Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,0,"8,784","5,832","47,520",-,0,0
01/06/2026,Normal,Zomba,ZA2734,Sadzi Health Centre,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,500,821,768,-,0,0
01/06/2026,Normal,Zomba,ZA2734,Sadzi Health Centre,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,200,300,850,-,0,0
01/06/2026,Normal,Zomba,ZA2734,Sadzi Health Centre,Health Centre,Government of Malawi,FP000600,Oral Contraceptive Tablets - Levonogestrel Only 0.3mg (Microlut),Each,0,0,49,0,-,30,0
01/06/2026,Normal,Zomba,ZA2734,Sadzi Health Centre,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,84,443,"1,176",-,0,0
01/06/2026,Normal,Rumphi,RU0417,Rumphi DHO Pharmacy,District Health Office,Government of Malawi,BB010800,"Calcium gluconate 10%, 10ml",Each,0,20,10,30,-,0,0
01/06/2026,Normal,Rumphi,RU0417,Rumphi DHO Pharmacy,District Health Office,Government of Malawi,BB048900,"Magnesium Sulphate, 50%, Injection, Ampoule of 2ml, Subcutaneous",Ampoule,0,25,33,215,-,0,-40
01/06/2026,Normal,Rumphi,RU0417,Rumphi DHO Pharmacy,District Health Office,Government of Malawi,ST062500,Female Condoms,Piece,0,50,25,820,-,0,0
01/06/2026,Normal,Rumphi,RU0417,Rumphi DHO Pharmacy,District Health Office,Government of Malawi,FP002401,"Hormonal Intrauterine device (H-IUD), 5 years e.g Lilleta",Each,0,0,5,0,-,30,-25
01/06/2026,Normal,Rumphi,RU0417,Rumphi DHO Pharmacy,District Health Office,Government of Malawi,FP002402,"Hormonal Intrauterine device (H-IUD), 6 years e.g Avibela/Mirena",Set,200,0,5,337,-,0,25
01/06/2026,Normal,Rumphi,RU0417,Rumphi DHO Pharmacy,District Health Office,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,152,45,70,192,-,0,-100
01/06/2026,Normal,Rumphi,RU0417,Rumphi DHO Pharmacy,District Health Office,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,"1,020",50,50,930,-,0,-140
01/06/2026,Normal,Rumphi,RU0417,Rumphi DHO Pharmacy,District Health Office,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,548,20,23,528,-,8,-20
01/06/2026,Normal,Rumphi,RU0417,Rumphi DHO Pharmacy,District Health Office,Government of Malawi,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,0,0,270,-,0,-50
01/06/2026,Normal,Rumphi,RU0417,Rumphi DHO Pharmacy,District Health Office,Government of Malawi,FP003800,Male condoms,Each,"2,880","62,208","55,008","101,088",-,0,"-19,584"
01/06/2026,Normal,Rumphi,RU0417,Rumphi DHO Pharmacy,District Health Office,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,"3,772",200,"1,173","3,572",-,19,0
01/06/2026,Normal,Rumphi,RU0417,Rumphi DHO Pharmacy,District Health Office,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,800,900,"2,200",-,0,-400
01/06/2026,Normal,Rumphi,RU0417,Rumphi DHO Pharmacy,District Health Office,Government of Malawi,FP000600,Oral Contraceptive Tablets - Levonogestrel Only 0.3mg (Microlut),Each,0,0,7,0,-,30,0
01/06/2026,Normal,Rumphi,RU0417,Rumphi DHO Pharmacy,District Health Office,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,"2,034",210,287,"1,824",-,19,0
01/06/2026,Normal,Nkhata bay,NB0317,Ruarwe Health Centre,Health Centre,Government of Malawi,FP002400,Copper containing IUCD (Copper T®),Set,0,0,0,25,-,0,0
01/06/2026,Normal,Nkhata bay,NB0317,Ruarwe Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,0,0,6,-,0,0
01/06/2026,Normal,Nkhata bay,NB0317,Ruarwe Health Centre,Health Centre,Government of Malawi,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,20,10,20,-,0,40
01/06/2026,Normal,Mzimba South,MZS0583,Raiply Clinic,Clinic,Private,FP002400,Copper containing IUCD (Copper T®),Set,0,0,0,5,-,0,0
01/06/2026,Normal,Mzimba South,MZS0583,Raiply Clinic,Clinic,Private,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,1,1,4,-,0,-9
01/06/2026,Normal,Mzimba South,MZS0583,Raiply Clinic,Clinic,Private,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,23,12,12,-,0,0
01/06/2026,Normal,Mzimba South,MZS0583,Raiply Clinic,Clinic,Private,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,0,3,0,-,30,0
01/06/2026,Normal,Mzimba South,MZS0583,Raiply Clinic,Clinic,Private,FP003800,Male condoms,Each,0,"3,168","3,024","2,016",-,0,"5,040"
01/06/2026,Normal,Mzimba South,MZS0583,Raiply Clinic,Clinic,Private,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,87,94,380,-,0,0
01/06/2026,Normal,Mzimba South,MZS0583,Raiply Clinic,Clinic,Private,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,60,30,143,-,0,203
01/06/2026,Normal,Blantyre,BT2926,Queen Elizabeth Central Hospital Pharmacy,Central Hospital,Government of Malawi,BB010800,"Calcium gluconate 10%, 10ml",Each,0,123,190,79,-,0,0
01/06/2026,Normal,Blantyre,BT2926,Queen Elizabeth Central Hospital Pharmacy,Central Hospital,Government of Malawi,HH000104,"Delivery Drape, Calibrated",Each,0,700,600,"1,500",-,0,0
01/06/2026,Normal,Blantyre,BT2926,Queen Elizabeth Central Hospital Pharmacy,Central Hospital,Government of Malawi,BB021301,"Dexamethasone Injection 5mg/2ml,2ml",Each,0,"2,374","2,038",0,-,0,7
01/06/2026,Normal,Blantyre,BT2926,Queen Elizabeth Central Hospital Pharmacy,Central Hospital,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,0,0,1,-,30,0
01/06/2026,Normal,Blantyre,BT2926,Queen Elizabeth Central Hospital Pharmacy,Central Hospital,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,0,11,0,-,30,0
01/06/2026,Normal,Blantyre,BT2926,Queen Elizabeth Central Hospital Pharmacy,Central Hospital,Government of Malawi,FP003800,Male condoms,Each,0,"25,921","26,209","554,112",-,0,"-285,119"
01/06/2026,Normal,Blantyre,BT2926,Queen Elizabeth Central Hospital Pharmacy,Central Hospital,Government of Malawi,FP000600,Oral Contraceptive Tablets - Levonogestrel Only 0.3mg (Microlut),Each,0,0,0,27,-,0,0
01/06/2026,Normal,Zomba,ZA2748,Police College Hospital,Health Centre,Government of Malawi,BB048900,"Magnesium Sulphate, 50%, Injection, Ampoule of 2ml, Subcutaneous",Ampoule,0,0,0,90,-,0,0
01/06/2026,Normal,Zomba,ZA2748,Police College Hospital,Health Centre,Government of Malawi,ST062500,Female Condoms,Piece,0,0,0,80,-,0,0
01/06/2026,Normal,Zomba,ZA2748,Police College Hospital,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,0,25,0,-,30,0
01/06/2026,Normal,Zomba,ZA2748,Police College Hospital,Health Centre,Government of Malawi,FP003800,Male condoms,Each,0,"6,480","5,040","44,640",-,0,0
01/06/2026,Normal,Zomba,ZA2748,Police College Hospital,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,40,110,40,-,0,0
01/06/2026,Normal,Zomba,ZA2748,Police College Hospital,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,100,50,100,-,0,0
01/06/2026,Normal,Zomba,ZA2748,Police College Hospital,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,168,126,546,-,0,0
01/06/2026,Normal,Zomba,ZA2718,Pirimiti Hospital,CHAM Hospital,CHAM,FP003800,Male condoms,Each,0,0,580,32,-,0,0
01/06/2026,Normal,Zomba,ZA2718,Pirimiti Hospital,CHAM Hospital,CHAM,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,30,30,0,-,0,30
01/06/2026,Normal,Zomba,ZA2718,Pirimiti Hospital,CHAM Hospital,CHAM,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,0,303,107,-,0,0
01/06/2026,Normal,Chiradzulu,CZ2810,PIM Health Centre,CHAM,CHAM,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,9,9,5,-,0,5
01/06/2026,Normal,Chiradzulu,CZ2810,PIM Health Centre,CHAM,CHAM,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,0,10,20,-,0,20
01/06/2026,Normal,Chiradzulu,CZ2810,PIM Health Centre,CHAM,CHAM,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,0,3,0,-,30,0
01/06/2026,Normal,Chiradzulu,CZ2810,PIM Health Centre,CHAM,CHAM,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,10,5,0,-,0,10
01/06/2026,Normal,Chiradzulu,CZ2810,PIM Health Centre,CHAM,CHAM,FP003800,Male condoms,Each,0,"5,760","4,696","20,160",-,0,"20,736"
01/06/2026,Normal,Chiradzulu,CZ2810,PIM Health Centre,CHAM,CHAM,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,500,550,480,-,0,0
01/06/2026,Normal,Chiradzulu,CZ2810,PIM Health Centre,CHAM,CHAM,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,"1,000",800,400,-,0,0
01/06/2026,Normal,Nsanje,NJ3417,Phokera Health Centre,Health Centre,Government of Malawi,FP002400,Copper containing IUCD (Copper T®),Set,0,0,1,22,-,0,0
01/06/2026,Normal,Nsanje,NJ3417,Phokera Health Centre,Health Centre,Government of Malawi,FP002401,"Hormonal Intrauterine device (H-IUD), 5 years e.g Lilleta",Each,0,0,0,2,-,0,0
01/06/2026,Normal,Nsanje,NJ3417,Phokera Health Centre,Health Centre,Government of Malawi,FP002402,"Hormonal Intrauterine device (H-IUD), 6 years e.g Avibela/Mirena",Set,0,4,4,1,-,0,0
01/06/2026,Normal,Nsanje,NJ3417,Phokera Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,0,30,0,-,30,0
01/06/2026,Normal,Nsanje,NJ3417,Phokera Health Centre,Health Centre,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,0,20,220,-,0,0
01/06/2026,Normal,Nsanje,NJ3417,Phokera Health Centre,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,145,218,68,-,0,0
01/06/2026,Normal,Nsanje,NJ3417,Phokera Health Centre,Health Centre,Government of Malawi,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,0,0,210,-,0,0
01/06/2026,Normal,Nsanje,NJ3417,Phokera Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,0,"29,232","26,840","1,144",-,0,0
01/06/2026,Normal,Nsanje,NJ3417,Phokera Health Centre,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,"1,030","1,062",0,-,2,0
01/06/2026,Normal,Nsanje,NJ3417,Phokera Health Centre,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,400,650,"1,543",-,0,0
01/06/2026,Normal,Nsanje,NJ3417,Phokera Health Centre,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,462,672,"1,390",-,0,0
01/06/2026,Normal,Mangochi,MH2529,Phirilongwe Health Centre,Health Centre,Government of Malawi,BB048900,"Magnesium Sulphate, 50%, Injection, Ampoule of 2ml, Subcutaneous",Ampoule,5,0,0,5,-,0,0
01/06/2026,Normal,Mangochi,MH2529,Phirilongwe Health Centre,Health Centre,Government of Malawi,FP002400,Copper containing IUCD (Copper T®),Set,0,0,0,70,-,0,0
01/06/2026,Normal,Mangochi,MH2529,Phirilongwe Health Centre,Health Centre,Government of Malawi,ST062500,Female Condoms,Piece,0,1,1,751,-,0,0
01/06/2026,Normal,Mangochi,MH2529,Phirilongwe Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,0,0,51,-,0,6
01/06/2026,Normal,Mangochi,MH2529,Phirilongwe Health Centre,Health Centre,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,20,10,5,20,-,0,0
01/06/2026,Normal,Mangochi,MH2529,Phirilongwe Health Centre,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,16,15,16,21,-,0,0
01/06/2026,Normal,Mangochi,MH2529,Phirilongwe Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,"10,368","9,792","11,160",576,-,0,0
01/06/2026,Normal,Mangochi,MH2529,Phirilongwe Health Centre,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,88,380,12,-,0,0
01/06/2026,Normal,Mangochi,MH2529,Phirilongwe Health Centre,Health Centre,Government of Malawi,FP000600,Oral Contraceptive Tablets - Levonogestrel Only 0.3mg (Microlut),Each,0,0,0,3,-,0,0
01/06/2026,Normal,Mangochi,MH2529,Phirilongwe Health Centre,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,431,366,"1,119",-,0,0
01/06/2026,Normal,Balaka,BLK3607,Phimbi Health Centre,Health Centre,Government of Malawi,FP002400,Copper containing IUCD (Copper T®),Set,0,0,0,30,-,0,0
01/06/2026,Normal,Balaka,BLK3607,Phimbi Health Centre,Health Centre,Government of Malawi,FP002402,"Hormonal Intrauterine device (H-IUD), 6 years e.g Avibela/Mirena",Set,0,5,3,3,-,0,0
01/06/2026,Normal,Balaka,BLK3607,Phimbi Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,45,28,67,-,0,28
01/06/2026,Normal,Balaka,BLK3607,Phimbi Health Centre,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,0,19,0,-,30,-28
01/06/2026,Normal,Balaka,BLK3607,Phimbi Health Centre,Health Centre,Government of Malawi,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,0,0,39,-,0,0
01/06/2026,Normal,Balaka,BLK3607,Phimbi Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,"43,200","6,624","12,118","36,864",-,0,0
01/06/2026,Normal,Balaka,BLK3607,Phimbi Health Centre,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,80,120,0,-,20,"-1,340"
01/06/2026,Normal,Balaka,BLK3607,Phimbi Health Centre,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,750,375,0,-,0,750
01/06/2026,Normal,Balaka,BLK3607,Phimbi Health Centre,Health Centre,Government of Malawi,FP000600,Oral Contraceptive Tablets - Levonogestrel Only 0.3mg (Microlut),Each,0,9,5,6,-,0,-30
01/06/2026,Normal,Ntcheu,NU1842,Phanga Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,0,5,80,-,0,0
01/06/2026,Normal,Ntcheu,NU1842,Phanga Health Centre,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,15,8,100,-,0,0
01/06/2026,Normal,Ntcheu,NU1842,Phanga Health Centre,Health Centre,Government of Malawi,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,0,0,30,-,0,0
01/06/2026,Normal,Ntcheu,NU1842,Phanga Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,0,"1,440","2,160","19,152",-,0,0
01/06/2026,Normal,Ntcheu,NU1842,Phanga Health Centre,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,72,59,129,-,0,0
01/06/2026,Normal,Balaka,BLK3606,Phalula Health Centre,CHAM,CHAM,ST062500,Female Condoms,Piece,0,0,0,22,-,0,0
01/06/2026,Normal,Balaka,BLK3606,Phalula Health Centre,CHAM,CHAM,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,0,0,56,-,6,0
01/06/2026,Normal,Balaka,BLK3606,Phalula Health Centre,CHAM,CHAM,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,100,63,0,-,6,0
01/06/2026,Normal,Balaka,BLK3606,Phalula Health Centre,CHAM,CHAM,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,10,10,10,-,0,0
01/06/2026,Normal,Balaka,BLK3606,Phalula Health Centre,CHAM,CHAM,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,0,0,80,-,0,0
